rank,name,year
301,University of Kent,2021
301,University of Klagenfurt,2021
301,Kurdistan University of Medical Sciences,2021
301,University of Macau,2021
301,University of Malaya,2021
301,University of Marburg,2021
301,Montpellier University,2021
301,University of Galway,2021
301,North Carolina State University,2021
301,University of Oregon,2021
301,University of Oulu,2021
301,University of Passau,2021
301,Peter the Great St Petersburg Polytechnic University,2021
301,Qatar University,2021
301,Reykjavík University,2021
301,RMIT University,2021
301,"Royal Holloway, University of London",2021
301,Rush University,2021
301,Sejong University,2021
301,University of South Australia,2021
301,University of Stirling,2021
301,Stony Brook University,2021
301,Syracuse University,2021
301,Taipei Medical University,2021
301,Tampere University,2021
301,Technical University of Darmstadt,2021
301,Temple University,2021
301,The University of Tennessee-Knoxville,2021
301,University of Texas at Dallas,2021
301,Tokyo Institute of Technology,2021
301,University of Trento,2021
301,Tulane University,2021
301,United Arab Emirates University,2021
301,University College Cork,2021
301,Washington State University,2021
301,Wuhan University,2021
351,Aix-Marseille University,2021
351,Babol Noshirvani University of Technology,2021
351,University of Bayreuth,2021
351,"Birkbeck, University of London",2021
351,Universiti Brunei Darussalam,2021
351,Brunel University London,2021
351,Catholic University of Portugal,2021
351,Central South University,2021
351,"City, University of London",2021
351,University of Crete,2021
351,Drexel University,2021
351,East China Normal University,2021
351,University of Fribourg,2021
351,Grenoble Alpes University,2021
351,Hanyang University,2021
351,Hasselt University,2021
351,Heriot-Watt University,2021
351,Hong Kong Baptist University,2021
351,IMT Atlantique,2021
351,Indian Institute of Technology Ropar,2021
351,University of Innsbruck,2021
351,University of Kansas,2021
351,Khalifa University,2021
351,University of KwaZulu-Natal,2021
351,Lappeenranta-Lahti University of Technology LUT,2021
351,University of Liège,2021
351,Loughborough University,2021
351,University of Manitoba,2021
351,University of Milan,2021
351,University of Milan-Bicocca,2021
351,Nagoya University,2021
351,Nankai University,2021
351,National Tsing Hua University,2021
351,Northumbria University,2021
351,NOVA University of Lisbon,2021
351,"University of Occupational and Environmental Health, Japan",2021
351,Örebro University,2021
351,Osaka University,2021
351,Politecnico di Milano,2021
351,University of Stuttgart,2021
351,Swedish University of Agricultural Sciences,2021
351,Swinburne University of Technology,2021
351,University of Tasmania,2021
351,University of Turku,2021
351,UiT The Arctic University of Norway,2021
351,Umeå University,2021
351,Université de Versailles Saint-Quentin-en-Yvelines,2021
351,Victoria University,2021
351,University of Victoria,2021
351,Wayne State University,2021
401,Aberystwyth University,2021
401,University of Alaska Fairbanks,2021
401,American University,2021
401,Aston University,2021
401,Aswan University,2021
401,Bangor University,2021
401,University of Bari Aldo Moro,2021
401,Bauman Moscow State Technical University,2021
401,University of Bordeaux,2021
401,Bournemouth University,2021
401,University of Bremen,2021
401,University of Brescia,2021
401,University of Campinas,2021
401,Cankaya University,2021
401,University of Canterbury,2021
401,Centrale Nantes,2021
401,CEU Universities,2021
401,Charles University,2021
401,"China Medical University, Taiwan",2021
401,Clark University,2021
401,Colorado School of Mines,2021
401,"Colorado State University, Fort Collins",2021
401,University of Connecticut,2021
401,University of Denver,2021
401,University of Desarrollo,2021
401,Diego Portales University,2021
401,Durban University of Technology,2021
401,University of Eastern Finland,2021
401,Edith Cowan University,2021
401,Federal University of Toulouse Midi-Pyrénées,2021
401,University of Florence,2021
401,Florida International University,2021
401,Free University of Bozen-Bolzano,2021
401,University of Genoa,2021
401,University of Georgia,2021
401,Georgia State University,2021
401,"Goldsmiths, University of London",2021
401,Harbin Institute of Technology,2021
401,Hunan University,2021
401,University of Ibadan,2021
401,University of Iceland,2021
401,Indian Institute of Technology Indore,2021
401,Iowa State University,2021
401,Jordan University of Science and Technology,2021
401,Justus Liebig University Giessen,2021
401,University of Jyväskylä,2021
401,University of Kentucky,2021
401,King Saud University,2021
401,Koç University,2021
401,Kyushu University,2021
401,Linköping University,2021
401,Institut Agro,2021
401,Liverpool John Moores University,2021
401,Makerere University,2021
401,Mansoura University,2021
401,Maynooth University,2021
401,Middlesex University,2021
401,Missouri University of Science and Technology,2021
401,Mizzou - University of Missouri,2021
401,University of Modena and Reggio Emilia,2021
401,University of Naples Federico II,2021
401,National and Kapodistrian University of Athens,2021
401,National Research Nuclear University MEPhI,2021
401,National Yang-Ming University,2021
401,University of Nebraska-Lincoln,2021
401,University of Neuchâtel,2021
401,Norwegian University of Science and Technology,2021
401,Oklahoma State University,2021
401,Oregon State University,2021
401,University of Pavia,2021
401,University of Peradeniya,2021
401,University of the Philippines,2021
401,University of Pisa,2021
401,University of Plymouth,2021
401,Polytechnic University of Bari,2021
401,Pontifical Javeriana University,2021
401,University of Porto,2021
401,University of Rome II – Tor Vergata,2021
401,Royal Veterinary College,2021
401,University of St Gallen,2021
401,Saint-Petersburg Mining University,2021
401,University of Salerno,2021
401,University of Sannio,2021
401,University of Saskatchewan,2021
401,Semmelweis University,2021
401,Sharif University of Technology,2021
401,Shenzhen University,2021
401,University of Siena,2021
401,University of South Carolina-Columbia,2021
401,South China University of Technology,2021
401,SRUC (Scotland’s Rural College),2021
401,University of Strathclyde,2021
401,Technion Israel Institute of Technology,2021
401,Tianjin University,2021
401,Tokyo Medical and Dental University (TMDU),2021
401,Tongji University,2021
401,University of Tsukuba,2021
401,TU Dortmund University,2021
401,The University of Tulsa,2021
401,University of Turin,2021
401,TU Wien,2021
401,University of Valencia,2021
401,Verona University,2021
401,University of the West of England,2021
401,Xi’an Jiaotong University,2021
401,York University,2021
501,Abdul Wali Khan University Mardan,2021
501,Amirkabir University of Technology,2021
501,University of L’Aquila,2021
501,Universidad Autónoma de Chile,2021
501,Bar-Ilan University,2021
501,Beihang University,2021
501,Beijing University of Chemical Technology,2021
501,Beijing Institute of Technology,2021
501,Bond University,2021
501,Carleton University,2021
501,University of Catania,2021
501,CentraleSupélec,2021
501,Charles Darwin University,2021
501,Claude Bernard University Lyon 1,2021
501,Complutense University of Madrid,2021
501,University of Costa Rica,2021
501,University of Côte d’Azur,2021
501,University of Cyprus,2021
501,Dublin City University,2021
501,University of Electronic Science and Technology of China,2021
501,Ferhat Abbas Sétif University 1,2021
501,University of Ferrara,2021
501,Fujita Health University,2021
501,Graz University of Technology,2021
501,University of Guelph,2021
501,Gwangju Institute of Science and Technology (GIST),2021
501,Hacettepe University,2021
501,Hofstra University,2021
501,Hokkaido University,2021
501,University of Houston,2021
501,University of Hull,2021
501,University of Insubria,2021
501,Iran University of Medical Sciences,2021
501,Iran University of Science and Technology,2021
501,ITMO University,2021
501,Jagiellonian University,2021
501,University of Kashan,2021
501,Keele University,2021
501,King Fahd University of Petroleum and Minerals,2021
501,King Khalid University,2021
501,Lagos State University,2021
501,Leibniz University Hannover,2021
501,University of Limerick,2021
501,University of Lincoln,2021
501,University of Lisbon,2021
501,Louisiana State University,2021
501,Lviv Polytechnic National University,2021
501,Mashhad University of Medical Sciences,2021
501,Memorial University of Newfoundland,2021
501,University of Messina,2021
501,University of Montana,2021
501,Murdoch University,2021
501,National Cheng Kung University (NCKU),2021
501,National Chiao Tung University,2021
501,National Taiwan University of Science and Technology (Taiwan Tech),2021
501,University of Nebraska Medical Center,2021
501,New Jersey Institute of Technology,2021
501,Northern Arizona University,2021
501,North-West University,2021
501,Northwestern Polytechnical University,2021
501,Universidad Peruana Cayetano Heredia,2021
501,Polytechnic University of Turin,2021
501,Pontificia Universidad Católica de Chile,2021
501,University of Portsmouth,2021
501,Quaid-i-Azam University,2021
501,Renmin University of China,2021
501,Rensselaer Polytechnic Institute,2021
501,Sabancı University,2021
501,University of Sassari,2021
501,Sciences Po,2021
501,SOAS University of London,2021
501,"Soochow University, China",2021
501,Southeast University,2021
501,University of Southern Queensland,2021
501,Southwestern University of Finance and Economics,2021
501,Stevens Institute of Technology,2021
501,University of Strasbourg,2021
501,Suez Canal University,2021
501,Sumy State University,2021
501,SUNY Binghamton University,2021
501,University of Tehran,2021
501,Tehran University of Medical Sciences,2021
501,Teikyo University,2021
501,Télécom SudParis,2021
501,The University of Texas at San Antonio,2021
501,Tomsk State University,2021
501,University of Trieste,2021
501,Universiti Tunku Abdul Rahman (UTAR),2021
501,University of Tuscia,2021
501,University of Urbino Carlo Bo,2021
501,Victoria University of Wellington,2021
501,University of Waikato,2021
501,The University of the West Indies,2021
501,University of the West of Scotland,2021
501,Xiamen University,2021
501,Zhejiang Normal University,2021
601,Åbo Akademi University,2021
601,The University of Aizu,2021
601,Ajou University,2021
601,The University of Alabama,2021
601,University of Alabama in Huntsville,2021
601,Al-Balqa Applied University,2021
601,Amedeo Avogadro University of Eastern Piedmont,2021
601,University of Antofagasta,2021
601,Aristotle University of Thessaloniki,2021
601,University of Arkansas,2021
601,Athens University of Economics and Business,2021
601,Auburn University,2021
601,University of Aveiro,2021
601,University of the Balearic Islands,2021
601,Banaras Hindu University,2021
601,University of Beira Interior,2021
601,University of Belgrade,2021
601,University of Bergamo,2021
601,Bilkent University,2021
601,Birmingham City University,2021
601,Boğaziçi University,2021
601,Université Bourgogne Franche-Comté (UBFC),2021
601,University of Bradford,2021
601,University of Brighton,2021
601,Bucharest University of Economic Studies,2021
601,Ca’ Foscari University of Venice,2021
601,Cairo University,2021
601,University of Calabria,2021
601,University of Central Florida,2021
601,Chapman University,2021
601,Institute of Chemical Technology,2021
601,China Agricultural University,2021
601,"China University of Petroleum, Beijing",2021
601,Chongqing University,2021
601,Chulalongkorn University,2021
601,Chung-Ang University,2021
601,Clemson University,2021
601,University of Clermont Auvergne,2021
601,University of Coimbra,2021
601,COMSATS University Islamabad,2021
601,Concordia University,2021
601,Coventry University,2021
601,Creighton University,2021
601,Dalian University of Technology,2021
601,University of Delhi,2021
601,De Montfort University,2021
601,University of Deusto,2021
601,École des Mines de Saint-Étienne,2021
601,École normale supérieure Paris-Saclay,2021
601,Edinburgh Napier University,2021
601,Eötvös Loránd University,2021
601,European University of Madrid,2021
601,Ewha Womans University,2021
601,Federal University of Minas Gerais,2021
601,Universidade Federal do Rio Grande do Sul,2021
601,Universidade Federal de Santa Catarina,2021
601,Universidade Federal de São Paulo (UNIFESP),2021
601,Universidade Federal de Sergipe,2021
601,Gabriele d‘Annunzio University,2021
601,University of Girona,2021
601,Glasgow Caledonian University,2021
601,University of Granada,2021
601,University of Graz,2021
601,University of Greenwich,2021
601,Guangdong University of Technology,2021
601,University of Haifa,2021
601,Hamburg University of Technology,2021
601,Huazhong Agricultural University,2021
601,University of Huddersfield,2021
601,University of Idaho,2021
601,Reichman University,2021
601,"Indian Institute of Science Education and Research, Pune",2021
601,Indian Institute of Science Education and Research Kolkata,2021
601,Indian Institute of Technology Gandhinagar,2021
601,Indian Institute of Technology Hyderabad,2021
601,Indraprastha Institute of Information Technology Delhi,2021
601,Universitat Internacional de Catalunya,2021
601,University of International Business and Economics,2021
601,University of Ioannina,2021
601,ISCTE-University Institute of Lisbon,2021
601,Isfahan University of Technology,2021
601,Jamia Millia Islamia,2021
601,Jaume I University,2021
601,Jawaharlal Nehru University,2021
601,Jiangsu Normal University,2021
601,The Jikei University School of Medicine,2021
601,Jinan University,2021
601,University of Johannesburg,2021
601,Johannes Kepler University of Linz,2021
601,Kafrelsheikh University,2021
601,University of Kaiserslautern,2021
601,Kansai Medical University,2021
601,Kansas State University,2021
601,Kazan Federal University,2021
601,Universiti Kebangsaan Malaysia,2021
601,Keio University,2021
601,King George’s Medical University,2021
601,Kobe University,2021
601,Konkuk University,2021
601,University of Kurdistan,2021
601,University of Lagos,2021
601,Lakehead University,2021
601,University of La Laguna,2021
601,University of Latvia,2021
601,Lehigh University,2021
601,University of Lille,2021
601,Lincoln University,2021
601,University of Lleida,2021
601,University of Lorraine,2021
601,Mae Fah Luang University,2021
601,Mahatma Gandhi University,2021
601,Mahidol University,2021
601,University of Malta,2021
601,Manchester Metropolitan University,2021
601,Marche Polytechnic University,2021
601,"University of Maryland, Baltimore County",2021
601,Masaryk University,2021
601,Massey University,2021
601,Metropolitan Autonomous University,2021
601,Miguel Hernández University of Elche,2021
601,University of Missouri-St Louis,2021
601,University of Mohaghegh Ardabili,2021
601,Montana State University,2021
601,Monterrey Institute of Technology,2021
601,University of Nairobi,2021
601,Nanjing Agricultural University,2021
601,Nanjing University of Information Science and Technology,2021
601,Nanjing Medical University,2021
601,Nanjing Tech University,2021
601,Nantes Université,2021
601,National Institute of Applied Sciences of Lyon (INSA Lyon),2021
601,National University of Science and Technology (MISiS),2021
601,National Taiwan Normal University,2021
601,National Technical University of Athens,2021
601,"University of Nevada, Las Vegas",2021
601,New Mexico State University (Main campus),2021
601,Nippon Medical School,2021
601,University of North Carolina at Greensboro,2021
601,Norwegian University of Life Sciences,2021
601,Nottingham Trent University,2021
601,Novosibirsk State University,2021
601,Ohio University (Main campus),2021
601,The Open University,2021
601,Open University of Catalonia,2021
601,Oxford Brookes University,2021
601,Ozyegin University,2021
601,Palacký University Olomouc,2021
601,University of Palermo,2021
601,Panjab University,2021
601,Panthéon-Sorbonne University – Paris 1,2021
601,University of Parma,2021
601,Parthenope University of Naples,2021
601,University of Pécs,2021
601,Universitat Politècnica de Catalunya,2021
601,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),2021
601,University of Pretoria,2021
601,Universiti Putra Malaysia,2021
601,Université du Québec,2021
601,University of Rennes 1,2021
601,University of Rhode Island,2021
601,University of Rome III,2021
601,Roskilde University,2021
601,Rovira i Virgili University,2021
601,Toronto Metropolitan University,2021
601,Universiti Sains Malaysia,2021
601,Saint Petersburg State University,2021
601,University of Salento,2021
601,San Diego State University,2021
601,Savitribai Phule Pune University,2021
601,Shahid Beheshti University,2021
601,Shahid Beheshti University of Medical Sciences,2021
601,Shandong University,2021
601,University of Sharjah,2021
601,Shiraz University of Technology,2021
601,Sichuan University,2021
601,University of Siegen,2021
601,Southern Cross University,2021
601,Southern Medical University,2021
601,University of the Sunshine Coast,2021
601,University of Tabriz,2021
601,Tabriz University of Medical Sciences,2021
601,Universiti Teknologi Malaysia,2021
601,Universiti Teknologi Petronas,2021
601,University of Texas at Arlington,2021
601,Texas Tech University,2021
601,Thapar Institute of Engineering and Technology,2021
601,University of Thessaly,2021
601,University of Toledo,2021
601,TU Braunschweig,2021
601,University of Udine,2021
601,University of Ulsan,2021
601,Ulster University,2021
601,Universiti Utara Malaysia,2021
601,University of the Western Cape,2021
601,Western Washington University,2021
601,University of Windsor,2021
601,University of Wisconsin-Milwaukee,2021
601,Worcester Polytechnic Institute,2021
601,University of Wuppertal,2021
601,Xi’an Jiaotong-Liverpool University,2021
601,Yasouj University,2021
601,Yokohama City University,2021
801,University of the Aegean,2021
801,"University of Agriculture, Faisalabad",2021
801,University of Alcalá,2021
801,University of Algarve,2021
801,Aligarh Muslim University,2021
801,American University in Cairo,2021
801,American University of Sharjah,2021
801,Amrita Vishwa Vidyapeetham,2021
801,"University of the Andes, Colombia",2021
801,"Asia University, Taiwan",2021
801,Azarbaijan Shahid Madani University,2021
801,University of the Basque Country,2021
801,Baylor University,2021
801,University of Bedfordshire,2021
801,Beijing Jiaotong University,2021
801,Benha University,2021
801,Beni-Suef University,2021
801,Bharathiar University,2021
801,Bowling Green State University,2021
801,University of Brasília,2021
801,Capital Medical University,2021
801,Cardiff Metropolitan University,2021
801,Carlos III University of Madrid,2021
801,University of Central Lancashire,2021
801,Central Queensland University,2021
801,University of Cergy-Pontoise,2021
801,Chang Gung University,2021
801,Charles Sturt University,2021
801,Chiba University,2021
801,University of Chile,2021
801,"China University of Geosciences, Beijing",2021
801,"China University of Geosciences, Wuhan",2021
801,China University of Mining and Technology,2021
801,Chonnam National University,2021
801,University of Córdoba,2021
801,Covenant University,2021
801,University of Debrecen,2021
801,Delhi Technological University,2021
801,University of Derby,2021
801,East China University of Science and Technology,2021
801,Eastern Mediterranean University,2021
801,University of East London,2021
801,École Centrale de Lyon,2021
801,Universidade Estadual Paulista (Unesp),2021
801,Federal University of Pelotas,2021
801,Federal University of Rio de Janeiro,2021
801,Federation University Australia,2021
801,Florida Agricultural and Mechanical University,2021
801,Florida Atlantic University,2021
801,Florida Institute of Technology,2021
801,University of Foggia,2021
801,Fu Jen Catholic University,2021
801,Fuzhou University,2021
801,Government College University Faisalabad,2021
801,Guru Jambheshwar University of Science and Technology,2021
801,University of Hertfordshire,2021
801,Hiroshima University,2021
801,Hyogo College of Medicine,2021
801,Ilmenau University of Technology,2021
801,Imam Abdulrahman Bin Faisal University,2021
801,Indian Institute of Technology Bhubaneswar,2021
801,Indian Institute of Technology (Indian School of Mines) Dhanbad,2021
801,Indian Institute of Science Education and Research Bhopal,2021
801,University of Indonesia,2021
801,Inha University,2021
801,Isfahan University of Medical Sciences,2021
801,Istanbul University,2021
801,Istanbul Technical University,2021
801,Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca,2021
801,Jadavpur University,2021
801,University of Jaén,2021
801,Jamia Hamdard University,2021
801,Jiangsu University,2021
801,Jilin University,2021
801,The University of Jordan,2021
801,Juntendo University,2021
801,Kaohsiung Medical University,2021
801,Karabük University,2021
801,Karlstad University,2021
801,Kent State University,2021
801,Kerman University of Medical Sciences,2021
801,Kharkiv National University of Radio Electronics,2021
801,Kindai University,2021
801,King Mongkut’s University of Technology Thonburi,2021
801,King Saud bin Abdulaziz University for Health Sciences,2021
801,Kingston University,2021
801,K.N. Toosi University of Technology,2021
801,Kurume University,2021
801,Kyoto Prefectural University of Medicine,2021
801,Kyungpook National University,2021
801,Lahore University of Management Sciences,2021
801,University of Las Palmas de Gran Canaria,2021
801,Lebanese American University,2021
801,Leeds Beckett University,2021
801,University of Leoben,2021
801,University of Ljubljana,2021
801,Louisiana Tech University,2021
801,"Lumière University, Lyon 2",2021
801,Marquette University,2021
801,Medical University of Warsaw,2021
801,University of Memphis,2021
801,Miami University,2021
801,Middle East Technical University,2021
801,University of Minho,2021
801,Mississippi State University,2021
801,Nanjing Normal University,2021
801,National Autonomous University of Mexico,2021
801,National Central University,2021
801,National Chengchi University,2021
801,National Dong Hwa University,2021
801,National Institute of Technology Rourkela,2021
801,National University of Sciences and Technology,2021
801,National Sun Yat-Sen University,2021
801,National Taipei University of Technology,2021
801,National Institute of Technology Silchar,2021
801,The New School,2021
801,University of New Brunswick UNB,2021
801,University of Nicosia,2021
801,Niigata University,2021
801,Normandy University,2021
801,"Northeastern University, China",2021
801,Northeast Normal University,2021
801,University of Northern British Columbia (UNBC),2021
801,NorthWest A&F University,2021
801,Ocean University of China,2021
801,Okayama University,2021
801,Old Dominion University,2021
801,Oran 1 University,2021
801,Osmania University,2021
801,University of Oviedo,2021
801,Pablo de Olavide University,2021
801,University of Peshawar,2021
801,Polytechnic University of Valencia,2021
801,Pontifical Catholic University of Rio Grande do Sul (PUCRS),2021
801,Portland State University,2021
801,University of Puerto Rico,2021
801,Pusan National University,2021
801,University of Regina,2021
801,Rikkyo University,2021
801,Rochester Institute of Technology,2021
801,University of Roehampton,2021
801,RUDN University,2021
801,Université Saint-Joseph de Beyrouth,2021
801,University of Salamanca,2021
801,University of Salford,2021
801,University of Santiago de Compostela,2021
801,University of Science and Technology Beijing,2021
801,University of Seville,2021
801,Shanghai University,2021
801,Shanghai University of Finance and Economics (SUFE),2021
801,Shanghai Maritime University,2021
801,Shantou University,2021
801,Sheffield Hallam University,2021
801,Shiraz University,2021
801,Sidi Mohamed Ben Abdellah University,2021
801,Sogang University,2021
801,Sohag University,2021
801,University of South Bohemia in České Budějovice,2021
801,South China Normal University,2021
801,University of South Dakota,2021
801,Southern Illinois University Carbondale,2021
801,University of Split,2021
801,Sri Venkateswara University,2021
801,Sultan Qaboos University,2021
801,University of Szeged,2021
801,Tallinn University,2021
801,Tallinn University of Technology,2021
801,Technical University of Madrid,2021
801,Technological University Dublin,2021
801,University of Technology of Compiègne,2021
801,University of Technology of Troyes,2021
801,Teesside University,2021
801,Universiti Tenaga Nasional (UNITEN),2021
801,University of Texas at El Paso,2021
801,Tokyo Medical University,2021
801,Tokyo Metropolitan University,2021
801,Tomsk Polytechnic University,2021
801,University of Tours,2021
801,Tribhuvan University,2021
801,"Vietnam National University, Hanoi",2021
801,University of Vigo,2021
801,Vilnius University,2021
801,Vilnius Gediminas Technical University (Vilnius Tech),2021
801,VIT University,2021
801,Volgograd State Technical University,2021
801,University of Warsaw,2021
801,Waseda University,2021
801,Wenzhou University,2021
801,University of Westminster,2021
801,University of Wolverhampton,2021
801,Wuhan University of Technology,2021
801,Xidian University,2021
801,Yangzhou University,2021
801,Yeungnam University,2021
801,University of Zaragoza,2021
801,Zayed University,2021
801,Zhejiang University of Technology,2021
1001,University of Abou Bekr Belkaïd Tlemcen,2021
1001,Acharya Nagarjuna University,2021
1001,Acıbadem University,2021
1001,University of A Coruña,2021
1001,"Adam Mickiewicz University, Poznań",2021
1001,Adolfo Ibáñez University,2021
1001,AGH University of Science and Technology,2021
1001,Aichi Medical University,2021
1001,Ain Shams University,2021
1001,Akdeniz University,2021
1001,Akita University,2021
1001,Aksaray University,2021
1001,Al-Azhar University,2021
1001,Alexandria University,2021
1001,Alexandru Ioan Cuza University,2021
1001,Al-Farabi Kazakh National University,2021
1001,University of Alicante,2021
1001,University of Almería,2021
1001,Alzahra University,2021
1001,Amity University,2021
1001,Anadolu University,2021
1001,"University of the Andes, Chile",2021
1001,"University of the Andes, Venezuela",2021
1001,Andhra University,2021
1001,Universidad Andrés Bello (UNAB),2021
1001,Ankara University,2021
1001,Anna University,2021
1001,Annamalai University,2021
1001,University of Antioquia,2021
1001,Aoyama Gakuin University,2021
1001,Arak University,2021
1001,Ariel University,2021
1001,Assiut University,2021
1001,Atatürk University,2021
1001,Atılım University,2021
1001,Austral University of Chile,2021
1001,Universidad Autónoma del Estado de Hidalgo,2021
1001,Universidad Autónoma del Estado de Mexico (UAEMex),2021
1001,Universidad Autónoma de Nuevo León (UANL),2021
1001,Universidad Autónoma de Querétaro,2021
1001,Universidad Autónoma de Yucatán,2021
1001,Autonomous University of Baja California,2021
1001,Autonomous University of San Luis Potosi,2021
1001,Babeş-Bolyai University,2021
1001,University of Baghdad,2021
1001,Bahauddin Zakariya University,2021
1001,Bahçeşehir University,2021
1001,Banasthali University,2021
1001,Bandung Institute of Technology (ITB),2021
1001,Bangladesh University of Engineering and Technology,2021
1001,Bashkir State University,2021
1001,Başkent University,2021
1001,University of Basrah,2021
1001,Beijing Forestry University,2021
1001,Beijing University of Technology,2021
1001,University of Béjaïa,2021
1001,Belarusian State University,2021
1001,Belgorod State National Research University,2021
1001,Benemérita Universidad Autónoma de Puebla,2021
1001,Bezmiâlem Vakif University,2021
1001,University of Bío-Bío,2021
1001,University of Birjand,2021
1001,"Birla Institute of Technology and Science, Pilani",2021
1001,University of Biskra,2021
1001,Blida 1 University,2021
1001,Bolu Abant Izzet Baysal University,2021
1001,University of Botswana,2021
1001,University of Brawijaya,2021
1001,Brno University of Technology,2021
1001,Bu-Ali Sina University,2021
1001,University of Bucharest,2021
1001,Budapest University of Technology and Economics,2021
1001,Burapha University,2021
1001,University of Burgos,2021
1001,University of Cadiz,2021
1001,University of Calcutta,2021
1001,"California State University, Long Beach",2021
1001,Canterbury Christ Church University,2021
1001,Technical University of Cartagena,2021
1001,University of Carthage,2021
1001,University of Castilla-La Mancha,2021
1001,The Catholic University of Korea,2021
1001,Catholic University of the North,2021
1001,Universidad Católica San Antonio de Murcia (UCAM),2021
1001,University of Caxias do Sul,2021
1001,Ceará State University,2021
1001,Central University of Finance and Economics,2021
1001,Chaoyang University of Technology,2021
1001,"University of Chemistry and Technology, Prague",2021
1001,University of Chester,2021
1001,Chiang Mai University,2021
1001,Chiba Institute of Technology,2021
1001,China Pharmaceutical University,2021
1001,Chubu University,2021
1001,Chungbuk National University,2021
1001,Chungnam National University,2021
1001,Chung Yuan Christian University,2021
1001,Chuo University,2021
1001,Cochin University of Science and Technology,2021
1001,University of Colombo,2021
1001,Comenius University in Bratislava,2021
1001,University of Concepción,2021
1001,Corvinus University of Budapest,2021
1001,Cracow University of Technology,2021
1001,Cukurova University,2021
1001,Czech University of Life Sciences Prague (CZU),2021
1001,Czech Technical University in Prague,2021
1001,De La Salle University,2021
1001,Del Rosario University,2021
1001,Democritus University of Thrace,2021
1001,University of Dhaka,2021
1001,Diponegoro University,2021
1001,Dokkyo Medical University,2021
1001,Dokuz Eylül University,2021
1001,Doshisha University,2021
1001,Dunarea de Jos University of Galati,2021
1001,Duzce University,2021
1001,East Carolina University,2021
1001,Prague University of Economics and Business,2021
1001,Edge Hill University,2021
1001,Ege University,2021
1001,Ehime University,2021
1001,The University of Electro-Communications,2021
1001,University of Engineering & Technology (UET) Lahore,2021
1001,Erciyes University,2021
1001,Eskişehir Osmangazi University,2021
1001,Universidade do Estado do Rio de Janeiro (UERJ),2021
1001,Universidade do Estado de Santa Catarina,2021
1001,Universidade Estadual de Maringá,2021
1001,Universidade Estadual do Oeste do Paraná (Unioeste),2021
1001,Far Eastern Federal University,2021
1001,Fayoum University,2021
1001,Universidade Federal do ABC (UFABC),2021
1001,Federal University of Alagoas,2021
1001,Universidade Federal da Bahia,2021
1001,Universidade Federal do Ceará (UFC),2021
1001,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),2021
1001,Federal University of Espírito Santo,2021
1001,Federal University of Goiás,2021
1001,Federal University of Itajubá,2021
1001,Universidade Federal de Juiz de Fora,2021
1001,Federal University of Lavras,2021
1001,Universidade Federal do Maranhão (UFMA),2021
1001,Federal University of Mato Grosso do Sul,2021
1001,Universidade Federal de Ouro Preto (UFOP),2021
1001,Federal University of Pará,2021
1001,Federal University of Paraí­ba (UFPB),2021
1001,Universidade Federal do Paraná (UFPR),2021
1001,Federal University of Pernambuco,2021
1001,Federal University of Piauí,2021
1001,Federal University of Rio Grande do Norte (UFRN),2021
1001,Universidade Federal Rural do Semi-Arido,2021
1001,Federal University of Santa Maria,2021
1001,Federal University of São Carlos,2021
1001,Federal University of Uberlândia,2021
1001,Federal University of Viçosa,2021
1001,Federico Santa María Technical University,2021
1001,Feng Chia University,2021
1001,Ferdowsi University of Mashhad,2021
1001,Fluminense Federal University,2021
1001,University of Fortaleza (UNIFOR),2021
1001,Université Frères Mentouri Constantine 1,2021
1001,University of La Frontera,2021
1001,University of Fukui,2021
1001,Universitas Gadjah Mada,2021
1001,Gazi University,2021
1001,Gaziantep University,2021
1001,University of Gdańsk,2021
1001,Gdańsk University of Technology,2021
1001,Gebze Technical University,2021
1001,"George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu Mures",2021
1001,University of Ghana,2021
1001,Gifu University,2021
1001,GITAM University,2021
1001,Government College University Lahore,2021
1001,Grigore T. Popa University of Medicine and Pharmacy,2021
1001,University of Guadalajara,2021
1001,University of Guanajuato,2021
1001,Guangxi University,2021
1001,Gubkin Russian State University of Oil and Gas,2021
1001,University of Guilan,2021
1001,Gunma University,2021
1001,Gyeongsang National University,2021
1001,Hakim Sabzevari University,2021
1001,Hallym University,2021
1001,Hamamatsu University School of Medicine,2021
1001,Hanoi University of Science and Technology,2021
1001,The Hashemite University,2021
1001,Université Hassan II de Casablanca,2021
1001,University of Havana,2021
1001,Helwan University,2021
1001,Hosei University,2021
1001,University of Hradec Králové,2021
1001,Huaqiao University,2021
1001,University of Hyogo,2021
1001,Ibaraki University,2021
1001,Ibn Tofaïl University,2021
1001,Immanuel Kant Baltic Federal University,2021
1001,Incheon National University,2021
1001,Indian Institute of Technology Patna,2021
1001,Universidad Industrial de Santander (UIS),2021
1001,Instituto Politécnico Nacional (IPN),2021
1001,IPB University,2021
1001,Irkutsk State University,2021
1001,University of Isfahan,2021
1001,I-Shou University,2021
1001,The Islamia University of Bahawalpur,2021
1001,Istanbul Medipol University,2021
1001,Ivane Javakhishvili Tbilisi State University,2021
1001,Ivan Franko National University of Lviv,2021
1001,Iwate University,2021
1001,Izmir Institute of Technology,2021
